wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,address,date,location
194.8,24.6,27.5,11.5,37.1,2013-05-24,,28.1,77.2,22.2,1369353600000,0,,,,1012.6,,16.3,60.68,0,,Overcast,,,"36.138802,33.267837",2013-05-24,yenikas
161.13,23.2,26.1,11.4,29.5,2013-05-23,,,42.8,20.6,1369267200000,0,,,,1012.8,,15.3,62.77,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-23,yenikas
178.14,23.6,25.7,12,31.7,2013-05-22,,,35.8,20.3,1369180800000,0,,,,1011.8,,14.5,57.69,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-22,yenikas
163.48,24,25.8,14.2,22.3,2013-05-21,,,20.6,21.6,1369094400000,0,,,,1010.3,,16,62.66,0,,Clear,,,"36.138802,33.267837",2013-05-21,yenikas
157.6,22.6,25.9,13.8,29.5,2013-05-20,,,9.2,19.1,1369008000000,0,,,,1008.7,,16.5,68.83,0,,Clear,,,"36.138802,33.267837",2013-05-20,yenikas
172.04,22.1,23.8,13.8,25.9,2013-05-19,,,58.5,19.6,1368921600000,0,,,,1011.3,,15,65.71,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-19,yenikas
159.54,22,23.8,13.9,22.3,2013-05-18,,,51.8,20.1,1368835200000,0.4,,,,1015.7,,16.2,70.18,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-18,yenikas
180.48,20.8,22.6,13.8,40.7,2013-05-17,,,72.2,17.9,1368748800000,0,,,,1017,,15.4,71.61,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-17,yenikas
181,20.5,23.4,13.8,42.5,2013-05-16,,,29.4,15.9,1368662400000,0,,,,1013.5,,13.5,64.63,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-16,yenikas
194.26,18.7,21.8,13.4,31.7,2013-05-15,,,46.8,15.3,1368576000000,0.27,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1009.3,,12.1,66.08,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-15,yenikas
165.81,17.6,20.7,13.3,20.5,2013-05-14,,,54.1,15.3,1368489600000,11.91,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1007,,11.8,69.3,9.52,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-14,yenikas
184.54,17.9,19.7,11.4,26.5,2013-05-13,,,56.3,16.3,1368403200000,12.99,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1008.3,,12.6,71.39,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-13,yenikas
172.33,20.1,23.4,13.7,34.1,2013-05-12,,,60.3,16.3,1368316800000,4.8,,"Rain Showers, Sky Coverage Increasing",,1008.6,,13.1,64.6,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-12,yenikas
195.33,19.9,22.6,13.6,21.7,2013-05-11,,,57.5,17.5,1368230400000,5.17,,"Lightning Without Thunder, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1008.8,,13.1,65.49,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-11,yenikas
137.86,20.5,24.1,13.4,22,2013-05-10,,,62.1,17.5,1368144000000,1.7,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011.2,,12.6,61.1,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-10,yenikas
190.53,22.3,24,13.8,21.8,2013-05-09,,,74.2,19.3,1368057600000,0.1,,"Rain Showers, Sky Coverage Increasing",,1010,,16.9,71.59,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-05-09,yenikas
172.63,23.3,25,13.6,18.7,2013-05-08,,,52,20.5,1367971200000,0,,Mist,,1009.7,,15.1,62.92,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-08,yenikas
162.39,24.1,27.6,14,33.5,2013-05-07,,28,5.5,20.5,1367884800000,0,,,,1010.1,,14.3,56.07,0,,Clear,,,"36.138802,33.267837",2013-05-07,yenikas
187.36,22.8,25.6,13.7,19.3,2013-05-06,,,24.5,19.1,1367798400000,0,,"Mist, Thunderstorm Without Precipitation",,1011.3,,15.9,65.45,0,,Clear,,,"36.138802,33.267837",2013-05-06,yenikas
186.09,22.4,25.6,13.8,18.4,2013-05-05,,,18.3,18,1367712000000,0,,"Mist, Thunderstorm",,1011.6,,16.6,70.22,0,,Clear,,,"36.138802,33.267837",2013-05-05,yenikas
165.62,21.9,24.6,13.8,14.3,2013-05-04,,,24.6,18.2,1367625600000,0,,Mist,,1010.7,,13.8,61.78,0,,Clear,,,"36.138802,33.267837",2013-05-04,yenikas
176.43,23.2,26.9,13.3,35.3,2013-05-03,,27.1,33.5,19.4,1367539200000,0,,,,1008.6,,12.1,51.41,0,,Partially cloudy,,,"36.138802,33.267837",2013-05-03,yenikas
185.52,23.6,29.2,11.5,35.3,2013-05-02,,28.2,10,20.2,1367452800000,0,,,,1009.1,,10,43.67,0,,Clear,,,"36.138802,33.267837",2013-05-02,yenikas
174.4,24.4,28.4,11.5,38.9,2013-05-01,,27.5,16,20.7,1367366400000,0,,,,1011.2,,8.3,36.7,0,,Clear,,,"36.138802,33.267837",2013-05-01,yenikas
163.05,24.4,27.6,11.5,44.3,2013-04-30,,26.9,12.7,20.7,1367280000000,0,,,,1013.7,,7.8,36.81,0,,Clear,,,"36.138802,33.267837",2013-04-30,yenikas
186.68,23.4,28.2,11.5,38.9,2013-04-29,,27.2,1.2,19.9,1367193600000,0,,,,1015.5,,6.5,34.48,0,,Clear,,,"36.138802,33.267837",2013-04-29,yenikas
184.68,23.1,28.6,11.5,40.7,2013-04-28,,27.2,0,18.4,1367107200000,0,,,,1014.8,,6.3,35.22,0,,Clear,,,"36.138802,33.267837",2013-04-28,yenikas
177.36,22,26.4,11.5,27.7,2013-04-27,,,0,18.2,1367020800000,0,,,,1013.9,,6,35.86,0,,Clear,,,"36.138802,33.267837",2013-04-27,yenikas
177.88,20.5,25.2,11.5,29.5,2013-04-26,,,0,17.4,1366934400000,0,,,,1015.8,,5.6,38.63,0,,Clear,,,"36.138802,33.267837",2013-04-26,yenikas
191.16,20.3,24,11.8,22.3,2013-04-25,,,3.7,16.9,1366848000000,0,,,,1019.8,,6.5,41.7,0,,Clear,,,"36.138802,33.267837",2013-04-25,yenikas
198.75,18.5,21.2,11.5,33.5,2013-04-24,,,28.1,15.1,1366761600000,0,,,,1021.6,,8.4,52.48,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-24,yenikas
189.71,17.3,21.4,11.5,29.5,2013-04-23,,,17,14.2,1366675200000,0,,,,1018.4,,9.1,58.78,0,,Clear,,,"36.138802,33.267837",2013-04-23,yenikas
198.73,16,19.1,11.5,33.5,2013-04-22,,,34.6,12.7,1366588800000,0,,"Thunderstorm, Sky Coverage Decreasing",,1011.2,,8.3,60.32,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-22,yenikas
193.39,16.5,20.2,11.5,63,2013-04-21,,,36.8,12.4,1366502400000,1.27,,,,1009.5,,9.7,64.34,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-21,yenikas
168.73,14.8,18.8,11.9,44.3,2013-04-20,,,45.6,11.7,1366416000000,11.7,,"Rain Showers, Sky Coverage Decreasing",,1009,,7.4,61.75,9.09,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-20,yenikas
142.57,14.9,16.9,11.8,24.1,2013-04-19,,,66.6,12.2,1366329600000,31.61,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1009.5,,10.1,73.43,18.18,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-19,yenikas
153,15.7,18.8,13.7,18.4,2013-04-18,,,46,12.8,1366243200000,2.58,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1010.3,,10.1,69.75,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-18,yenikas
165.71,16.5,20.1,13.8,20.5,2013-04-17,,,36.6,12.4,1366156800000,3,,"Rain Showers, Sky Coverage Decreasing",,1008.4,,9.2,62.67,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-17,yenikas
232.79,15.8,18.5,13.8,53.6,2013-04-16,,,55.4,12.2,1366070400000,35,,"Lightning Without Thunder, Thunderstorm, Sky Coverage Decreasing, Sky Coverage Increasing",,1005,,9.8,68.33,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-16,yenikas
143.24,17.2,19.4,14.7,21.2,2013-04-15,,,80.6,12.1,1365984000000,1.61,,"Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain",,1008.9,,12.6,74.8,5.56,,"Rain, Overcast",,,"36.138802,33.267837",2013-04-15,yenikas
157.95,17.3,19.8,14.6,17.9,2013-04-14,,,31.5,13.3,1365897600000,0,,,,1018.1,,9.6,61.63,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-14,yenikas
186.67,17.8,22.4,13.8,27.3,2013-04-13,,,25.5,13.8,1365811200000,0,,,,1018.4,,9.5,59.15,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-13,yenikas
180.13,16.5,20.1,13.5,23.1,2013-04-12,,,6,12.4,1365724800000,0,,,,1016.3,,10.7,69.03,0,,Clear,,,"36.138802,33.267837",2013-04-12,yenikas
182.61,15.8,19,11.5,37.1,2013-04-11,,,46.4,12.9,1365638400000,0,,,,1014.3,,8.4,62,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-11,yenikas
232.74,17.6,20.7,12.6,37.5,2013-04-10,,,23.9,13.9,1365552000000,1.3,,"Rain Showers, Sky Coverage Decreasing",,1012,,8.1,54.5,4.17,,Rain,,,"36.138802,33.267837",2013-04-10,yenikas
177.32,17.4,19.9,12.8,32.8,2013-04-09,,,56.4,14.7,1365465600000,28.3,,"Rain Showers, Sky Coverage Increasing",,1010.6,,9.9,62.43,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-09,yenikas
190.61,18.1,21.9,11.8,28.2,2013-04-08,,,32.1,15.4,1365379200000,3,,"Rain Showers, Smoke Or Haze",,1007.4,,8.6,54.87,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-08,yenikas
182.76,17.8,21.5,12.9,37.1,2013-04-07,,,23.4,13.7,1365292800000,0,,,,1009.5,,12.1,69.42,0,,Clear,,,"36.138802,33.267837",2013-04-07,yenikas
159.77,17.1,19.9,13,21.3,2013-04-06,,,13,13.2,1365206400000,0,,,,1015.6,,10.4,65.44,0,,Clear,,,"36.138802,33.267837",2013-04-06,yenikas
222.04,19,22.3,12.9,48.2,2013-04-05,,,5.5,16.1,1365120000000,0,,,,1011,,8.8,52.1,0,,Clear,,,"36.138802,33.267837",2013-04-05,yenikas
222.83,17.2,19,12.2,38.9,2013-04-04,,,60,15.2,1365033600000,16.64,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1006.9,,10.2,63.89,12.5,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-04-04,yenikas
150.3,16.6,19.1,11.7,35.9,2013-04-03,,,64.6,12.4,1364947200000,0,,"Mist, Smoke Or Haze",,1011.4,,12,74.61,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-03,yenikas
159.32,17.3,19.7,11,42.5,2013-04-02,,,62.9,14.9,1364860800000,0,,"Mist, Smoke Or Haze",,1012.8,,12.5,73.6,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-02,yenikas
118.1,20.2,25.5,13,41.4,2013-04-01,,,66.6,16.2,1364774400000,0,,"Mist, Smoke Or Haze",,1008.9,,10.6,56.05,0,,Partially cloudy,,,"36.138802,33.267837",2013-04-01,yenikas
106.71,20.1,22.9,14.1,25.4,2013-03-31,,,74.5,16.7,1364688000000,0,,,,1012.2,,9.3,50.03,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-31,yenikas
144.7,17.7,20.9,14.9,14.8,2013-03-30,,,62.6,13.2,1364601600000,0,,,,1016.3,,10.3,62.69,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-30,yenikas
156.46,16.3,19.5,14.2,14.8,2013-03-29,,,31,12.8,1364515200000,0,,,,1017.2,,9.9,66.22,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-29,yenikas
201.13,16.9,20.9,14.2,34,2013-03-28,,,55.4,13.4,1364428800000,0.3,,"Rain Showers, Sky Coverage Decreasing",,1014.5,,9.1,61.07,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-28,yenikas
239.05,17.2,19.1,14.5,35.3,2013-03-27,,,45.4,14.4,1364342400000,4,,"Rain Showers, Sky Coverage Increasing, Sky Unchanged",,1009.8,,9.8,61.91,10,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-27,yenikas
112.86,16.6,19.7,13.6,46.4,2013-03-26,,,73.6,12.1,1364256000000,0,,Smoke Or Haze,,1007.8,,7.6,55.85,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-26,yenikas
128,13.9,17.3,13.8,23.2,2013-03-25,,,37.8,9.4,1364169600000,0,,,,1019,,5.8,58.31,0,,Partially cloudy,7.2,,"36.138802,33.267837",2013-03-25,yenikas
164.54,13.9,16.7,13.8,25.9,2013-03-24,,,3.6,10.9,1364083200000,0,,,,1017,,2.7,47.78,0,,Clear,,,"36.138802,33.267837",2013-03-24,yenikas
214.71,15.5,17.7,13.8,57.2,2013-03-23,,,24,12.2,1363996800000,2.8,,"Rain Showers, Sky Coverage Decreasing",,1007.3,,1.4,39.46,4.17,,Rain,,,"36.138802,33.267837",2013-03-23,yenikas
116.22,17.1,21.5,13.3,63,2013-03-22,,,70.8,13.7,1363910400000,16.44,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",,1000.4,,7,52.87,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-22,yenikas
148.43,14.8,17.6,13.7,33.5,2013-03-21,,,58,10.8,1363824000000,0,,"Mist, Smoke Or Haze",,1015.7,,8,64.1,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-21,yenikas
201.65,14.1,18.1,14.1,18.4,2013-03-20,,,18.2,9.8,1363737600000,0,,,,1016.9,,4.2,52.62,0,,Clear,9,,"36.138802,33.267837",2013-03-20,yenikas
130.54,13.1,16.5,14.1,20.5,2013-03-19,,,54.4,9.5,1363651200000,0,,,,1016.8,,4,54.53,0,,Partially cloudy,8.2,,"36.138802,33.267837",2013-03-19,yenikas
174.08,13.2,15.8,14.1,29.5,2013-03-18,,,22.5,10.3,1363564800000,0,,,,1017.8,,2.9,49.85,0,,Clear,,,"36.138802,33.267837",2013-03-18,yenikas
228.96,14.2,17,14,37.1,2013-03-17,,,36.2,10.5,1363478400000,2,,"Rain Showers, Sky Coverage Decreasing",,1011.6,,3.2,48.98,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-17,yenikas
204.75,15.6,18.4,12.5,33.5,2013-03-16,,,59.3,10.8,1363392000000,1.65,,"Thunderstorm, Rain Showers, Sky Coverage Increasing, Smoke Or Haze",,1009.8,,6.4,54.82,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-16,yenikas
140.22,19,22.7,12.6,66.6,2013-03-15,,,83.6,15.7,1363305600000,0,,"Mist, Smoke Or Haze",,1005.8,,9,53.49,0,,Overcast,,,"36.138802,33.267837",2013-03-15,yenikas
100.04,15.9,20.2,13.8,40.7,2013-03-14,,,45.3,11.5,1363219200000,0,,,,1012.2,,8.2,61,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-14,yenikas
173.17,17.1,19.9,13.2,38.8,2013-03-13,,,65.4,13.9,1363132800000,0,,Mist,,1009.2,,11.5,69.84,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-13,yenikas
113.75,19.4,27.9,13.4,37.1,2013-03-12,,26.7,82.9,13.6,1363046400000,0,,"Mist, Rain Showers, Sky Coverage Increasing, Smoke Or Haze",,1009.1,,10.4,60.78,0,,Overcast,,,"36.138802,33.267837",2013-03-12,yenikas
126.94,14.2,18.3,13.7,18.4,2013-03-11,,,44.5,11.9,1362960000000,0.6,,"Mist, Rain Showers, Sky Coverage Decreasing, Smoke Or Haze",,1013.7,,9.2,71.7,12.5,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-11,yenikas
160.22,14.1,17.2,13.2,16.6,2013-03-10,,,49.3,11.1,1362873600000,0,,"Mist, Rain Showers, Sky Coverage Decreasing",,1013.7,,7.2,63.65,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-10,yenikas
163.83,14.3,18,14.1,22.2,2013-03-09,,,21,10,1362787200000,0.3,,,,1013.4,,3.4,48.52,4.17,,Rain,,,"36.138802,33.267837",2013-03-09,yenikas
57.92,14.2,16.7,14.1,40.7,2013-03-08,,,73.1,11.7,1362700800000,0.8,,"Rain, Rain Showers, Light Rain, Sky Coverage Increasing",,1015.5,,1.7,43.28,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-08,yenikas
137.58,12.5,16.2,14.1,33.5,2013-03-07,,,57,8.4,1362614400000,0,,,,1022.9,,0.3,43.88,0,,Partially cloudy,5.9,,"36.138802,33.267837",2013-03-07,yenikas
125.5,12.2,15,14.9,25.9,2013-03-06,,,4.9,8.9,1362528000000,0,,,,1025.2,,-1.8,38.6,0,,Clear,5.7,,"36.138802,33.267837",2013-03-06,yenikas
154.3,13.9,17.3,14.1,25.9,2013-03-05,,,14.8,11.4,1362441600000,0,,,,1016.9,,0.4,42.43,0,,Clear,,,"36.138802,33.267837",2013-03-05,yenikas
234.43,15.6,18.2,14.1,53.6,2013-03-04,,,42.4,13,1362355200000,3.54,,"Thunderstorm, Sky Coverage Decreasing",,1009.6,,6.7,55.86,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-03-04,yenikas
79.46,15.1,18.7,13.7,45.6,2013-03-03,,,70,10.7,1362268800000,0,,Thunderstorm,,1009.1,,6,55.49,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-03,yenikas
105.38,13,16.7,14.1,31.3,2013-03-02,,,31.3,9.6,1362182400000,0,,,,1016.8,,4.9,58.26,0,,Partially cloudy,7.2,,"36.138802,33.267837",2013-03-02,yenikas
205.61,13.5,16.3,14.1,29.5,2013-03-01,,,37.1,10.4,1362096000000,0,,,,1014,,4.2,54.39,0,,Partially cloudy,,,"36.138802,33.267837",2013-03-01,yenikas
230.33,15.1,17.7,14.1,31.3,2013-02-28,,,39.6,12,1362009600000,0.4,,"Rain Showers, Sky Coverage Decreasing",,1012.2,,5.6,53.38,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-28,yenikas
168.96,16,19.4,14.1,33.3,2013-02-27,,,13.4,13.1,1361923200000,0,,,,1014.9,,7.4,56.68,0,,Clear,,,"36.138802,33.267837",2013-02-27,yenikas
127.78,15.7,19.7,14,13,2013-02-26,,,2.5,11.6,1361836800000,0,,,,1019.2,,7.5,58.98,0,,Clear,,,"36.138802,33.267837",2013-02-26,yenikas
90.17,15.2,18.1,13.4,24.1,2013-02-25,,,70.7,12,1361750400000,0,,"Mist, Smoke Or Haze",,1023.5,,8.8,66.59,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-25,yenikas
151.22,15,18.1,16.1,14.3,2013-02-24,,,27.4,11.3,1361664000000,0,,Mist,,1022.5,,9.9,71.77,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-24,yenikas
112.5,14.6,17.7,14.7,22.7,2013-02-23,,,42,12.6,1361577600000,0.3,,"Mist, Rain Showers, Sky Coverage Increasing, Smoke Or Haze",,1010.9,,8.2,65.69,7.14,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-23,yenikas
136.38,14.5,16.2,14.1,57.2,2013-02-22,,,69.7,10.8,1361491200000,0.5,,"Rain Showers, Sky Coverage Increasing",,1010.1,,7,61.08,7.69,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-22,yenikas
138.4,13,16.2,16.6,29.5,2013-02-21,,,43.7,9.8,1361404800000,0.2,,,,1019.3,,4.8,58.17,10,,"Rain, Partially cloudy",8.8,,"36.138802,33.267837",2013-02-21,yenikas
162.58,13.6,16.4,14.2,27.7,2013-02-20,,,56.9,9.9,1361318400000,24.35,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1015.5,,7.2,65.94,25,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-20,yenikas
134.5,12,15.3,15.9,13.9,2013-02-19,,,46.3,9.2,1361232000000,0,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1016.8,,4.9,62.29,0,,Partially cloudy,7.5,,"36.138802,33.267837",2013-02-19,yenikas
179.4,12.3,16,15.4,24.1,2013-02-18,,,43.5,9.7,1361145600000,10.35,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1013.4,,6.5,68.19,40,,"Rain, Partially cloudy",7.8,,"36.138802,33.267837",2013-02-18,yenikas
106.5,13,16.8,15.7,25.1,2013-02-17,,,53.5,10.7,1361059200000,1,,"Rain Showers, Sky Coverage Increasing",,1014.4,,5.4,60.18,12.5,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-17,yenikas
187.22,13.6,17.5,16,17.8,2013-02-16,,,49.2,10.4,1360972800000,4.75,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1014.1,,6.8,64.62,22.22,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-16,yenikas
77.89,12.2,15.3,15.4,32.5,2013-02-15,,,61.3,10.6,1360886400000,10.08,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011,,7.6,73.77,33.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-15,yenikas
139.38,15.3,18.4,17,57.4,2013-02-14,,,27.8,11.1,1360800000000,0,,,,1013.4,,5.7,52.75,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-14,yenikas
47.38,12.6,16.5,17,22.1,2013-02-13,,,17.6,9.2,1360713600000,0,,,,1020.7,,5.2,61.03,0,,Clear,7.9,,"36.138802,33.267837",2013-02-13,yenikas
219.5,12.4,16.5,17,16.3,2013-02-12,,,23.4,10,1360627200000,3.1,,Sky Coverage Increasing,,1017.3,,3.9,57.09,25,,Rain,,,"36.138802,33.267837",2013-02-12,yenikas
242.75,12.3,14.5,15.4,19.6,2013-02-11,,,69,10.7,1360540800000,22.67,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",,1012.4,,7.1,70.76,50,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-11,yenikas
162,13.8,16.6,15.3,14.4,2013-02-10,,,69.9,12,1360454400000,0,,"Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1016,,8.7,71.91,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-10,yenikas
98.78,15.1,17.7,16.3,18.4,2013-02-09,,,60,12.2,1360368000000,3,,"Rain Showers, Sky Coverage Decreasing",,1017.5,,8.6,65.14,11.11,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-09,yenikas
87.38,14.9,17.5,15.8,43.7,2013-02-08,,,59.9,12,1360281600000,0.5,,Rain Showers,,1015.5,,8.6,66.09,12.5,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-08,yenikas
101.38,13.7,16.3,15.8,23.5,2013-02-07,,,42.7,11.1,1360195200000,0,,,,1017.8,,8.1,69.07,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-07,yenikas
53.67,14.8,17,13.5,51.8,2013-02-06,,,83.7,12.2,1360108800000,2.42,,"Rain Showers, Sky Coverage Increasing, Sky Unchanged",,1010.3,,8.7,67.33,22.22,,"Rain, Overcast",,,"36.138802,33.267837",2013-02-06,yenikas
93.91,15.9,18.4,13.2,61.2,2013-02-05,,,54.2,12.1,1360022400000,0,,,,1014.3,,8.4,61.84,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-05,yenikas
113.67,14.1,17.6,13.5,30.3,2013-02-04,,,53.2,10.9,1359936000000,0,,,,1022.9,,8.9,71.02,0,,Partially cloudy,,,"36.138802,33.267837",2013-02-04,yenikas
145.11,14.6,17.1,13.9,22.3,2013-02-03,,,57.2,12.9,1359849600000,1,,"Sky Coverage Increasing, Sky Unchanged",,1024.5,,9.5,71.34,11.11,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-02-03,yenikas
151.5,13.8,17.5,13.5,29.5,2013-02-02,,,24.9,9.6,1359763200000,0,,,,1017.8,,4.2,52.7,0,,Clear,8.1,,"36.138802,33.267837",2013-02-02,yenikas
224.78,11.8,15.9,15.6,21.7,2013-02-01,,,44.4,9.5,1359676800000,0,,,,1010.6,,2,51.8,0,,Partially cloudy,7.8,,"36.138802,33.267837",2013-02-01,yenikas
226.25,11.4,14.4,14.7,33.2,2013-01-31,,,54.1,8.6,1359590400000,5.85,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1005.9,,3.5,60.19,37.5,,"Rain, Partially cloudy",6.4,,"36.138802,33.267837",2013-01-31,yenikas
176.88,10.8,12.6,13.9,17.8,2013-01-30,,,80.9,9,1359504000000,10.08,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1009.4,,5.9,72.63,37.5,,"Rain, Overcast",7.8,,"36.138802,33.267837",2013-01-30,yenikas
221.64,13.1,16.4,14.5,29.5,2013-01-29,,,46,11,1359417600000,0.6,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011.7,,4.8,58.27,18.18,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-01-29,yenikas
171.54,12.8,14.9,11.7,24.1,2013-01-28,,,73,10.5,1359331200000,6.89,,"Rain Showers, Sky Coverage Decreasing",,1011.9,,7.2,69.05,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-01-28,yenikas
160.61,14.8,17.6,11.5,33.5,2013-01-27,,,57.7,11.8,1359244800000,3.3,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011.7,,6.6,58.62,4.17,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-01-27,yenikas
107.33,13.6,16.4,11.6,28.2,2013-01-26,,,78.1,10.9,1359158400000,0,,,,1012.2,,7.2,65.42,0,,Overcast,,,"36.138802,33.267837",2013-01-26,yenikas
163.29,13.8,17.1,11.1,25.9,2013-01-25,,,42.2,11.7,1359072000000,27.36,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing",,1011.2,,8.7,71.51,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-01-25,yenikas
119.58,14,17.1,12.9,20.5,2013-01-24,,,73.3,11.5,1358985600000,0,,,,1017.1,,7.7,66.16,0,,Partially cloudy,,,"36.138802,33.267837",2013-01-24,yenikas
181.04,15.2,18.4,12.7,27.7,2013-01-23,,,53,12.3,1358899200000,4.6,,"Rain Showers, Sky Coverage Increasing",,1016.9,,8.1,63.08,8.33,,"Rain, Partially cloudy",,,"36.138802,33.267837",2013-01-23,yenikas
100,16.1,19.2,12.7,72,2013-01-22,,,35.7,13.8,1358812800000,0,,,,1013.7,,9.5,65.6,0,,Partially cloudy,,,"36.138802,33.267837",2013-01-22,yenikas
