wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,address,date,location
140.41,29.8,32.7,16.8,16.5,"2021-06-30","",37.5,3.2,27.3,1625011200000,0.0,"","","",1006.8,"",20.4,57.7,0.0,24.1,"Clear","","","36.138802,33.267837","2021-06-30","yenikas"
177.5,30.7,35.1,16.8,16.1,"2021-06-29","",37.4,5.4,27.6,1624924800000,0.0,"","","",1006.5,"",20.2,54.77,0.0,25.9,"Clear","","","36.138802,33.267837","2021-06-29","yenikas"
139.57,28.6,30.9,16.9,16.5,"2021-06-28","",37.8,7.9,25.6,1624838400000,0.0,"","","",1006.9,"",21.8,67.18,0.0,18.4,"Clear","","","36.138802,33.267837","2021-06-28","yenikas"
142.78,28.2,31.1,16.8,16.5,"2021-06-27","",35.5,10.4,25.3,1624752000000,0.0,"","","",1006.0,"",21.9,68.9,0.0,14.8,"Clear","","","36.138802,33.267837","2021-06-27","yenikas"
170.21,27.6,29.8,16.8,13.4,"2021-06-26","",34.3,1.2,24.8,1624665600000,0.0,"","","",1005.8,"",21.7,70.87,0.0,20.5,"Clear","","","36.138802,33.267837","2021-06-26","yenikas"
80,24.9,24.9,17,0.3,2021-06-25,,,21.1,24.9,1624579200000,0,,,,1008.9,,22.5,86.55,0,9.4,Clear,,,"36.138802,33.267837",2021-06-25,yenikas
175.22,25.8,28.6,16.8,12.6,2021-06-24,,32,14.2,22.7,1624492800000,0,,,,1009.9,,20.6,73.38,0,20.5,Clear,,,"36.138802,33.267837",2021-06-24,yenikas
194,25.5,29.8,16.8,19.9,2021-06-23,,31,11,21.6,1624406400000,0.9,,,,1011.3,,19.2,69.02,4.17,18.4,Rain,,,"36.138802,33.267837",2021-06-23,yenikas
191.83,24.5,27.8,16.8,18.8,2021-06-22,,29.3,11.7,20.6,1624320000000,0,,,,1011.2,,19.3,73.22,0,22.3,Clear,,,"36.138802,33.267837",2021-06-22,yenikas
195.88,24.3,26.7,16.8,13.6,2021-06-21,,28.3,26.4,21.1,1624233600000,4,,Rain Showers,,1010.2,,19.1,73.12,4.17,20.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-06-21,yenikas
180.42,24.3,27.9,16.8,20.4,2021-06-20,,30.2,11.5,20.6,1624147200000,0,,,,1008.9,,19.1,73.14,0,18.4,Clear,,,"36.138802,33.267837",2021-06-20,yenikas
194.63,24.7,28.5,16.8,27.7,2021-06-19,,30,14.2,21,1624060800000,0,,,,1009.2,,18.1,67.09,0,18.4,Clear,,,"36.138802,33.267837",2021-06-19,yenikas
209,24.5,29.4,16.9,25.1,2021-06-18,,29.3,12.5,19.8,1623974400000,0,,,,1012.1,,16,59.98,0,18.4,Clear,,,"36.138802,33.267837",2021-06-18,yenikas
259.21,23.8,27.8,16.8,24.2,2021-06-17,,27.9,4.8,19.1,1623888000000,0,,,,1013.7,,14.6,56.86,0,24.1,Clear,,,"36.138802,33.267837",2021-06-17,yenikas
237.5,23.2,27,16.8,13.9,2021-06-16,,27.1,18.3,19,1623801600000,0,,,,1010.1,,13.8,56.44,0,31.7,Clear,,,"36.138802,33.267837",2021-06-16,yenikas
271.17,23.9,27.2,16.7,12.7,2021-06-15,,27.9,19.3,19.7,1623715200000,0,,,,1009.5,,16,61.31,0,37.1,Clear,,,"36.138802,33.267837",2021-06-15,yenikas
259.67,23.8,27.6,16.8,17.3,2021-06-14,,28.1,9.5,19.9,1623628800000,0,,,,1008.6,,16.3,63.24,0,24.1,Clear,,,"36.138802,33.267837",2021-06-14,yenikas
202.04,23.6,25.9,16.9,12.2,2021-06-13,,,7.6,20.2,1623542400000,0,,,,1010.6,,17.6,69.07,0,20.5,Clear,,,"36.138802,33.267837",2021-06-13,yenikas
220.25,23.9,27.8,16.8,12.5,2021-06-12,,28.9,7.1,19,1623456000000,0,,,,1010.9,,16.2,62.51,0,24.1,Clear,,,"36.138802,33.267837",2021-06-12,yenikas
238.25,24.1,27.4,16.8,10.5,2021-06-11,,28.6,18.8,19.8,1623369600000,1,,Sky Coverage Increasing,,1009.8,,16.6,63.16,4.17,25.9,Rain,,,"36.138802,33.267837",2021-06-11,yenikas
185.71,23.9,27.3,16.8,24,2021-06-10,,28.6,31.7,20.4,1623283200000,0,,,,1008.1,,15.9,61.01,0,24.1,Partially cloudy,,,"36.138802,33.267837",2021-06-10,yenikas
171.88,24.7,28.3,16.8,16.2,2021-06-09,,28.4,11,20.4,1623196800000,0,,,,1009.7,,16.2,60.08,0,18.4,Clear,,,"36.138802,33.267837",2021-06-09,yenikas
166.75,23.6,26.9,16.9,20.1,2021-06-08,,27.8,2,19.3,1623110400000,0,,,,1011.8,,16,62.59,0,14.8,Clear,,,"36.138802,33.267837",2021-06-08,yenikas
197.5,24.1,28.9,16.8,24.8,2021-06-07,,28.3,13.6,19.1,1623024000000,0,,,,1013.3,,12.5,48.77,0,18.4,Clear,,,"36.138802,33.267837",2021-06-07,yenikas
215.78,24,27.8,16.8,17,2021-06-06,,27.5,0.4,19.2,1622937600000,0,,,,1012.4,,12,47.57,0,38.9,Clear,,,"36.138802,33.267837",2021-06-06,yenikas
178.87,23.5,28.1,16.8,23.2,2021-06-05,,27.7,8.3,19.4,1622851200000,0,,,,1012.4,,13.4,53.78,0,40.7,Clear,,,"36.138802,33.267837",2021-06-05,yenikas
163.67,23.1,27.9,16.8,17.9,2021-06-04,,27.4,12,18.6,1622764800000,0,,,,1014.4,,13.9,56.9,0,25.9,Clear,,,"36.138802,33.267837",2021-06-04,yenikas
161.87,22.2,24.8,16.8,20.4,2021-06-03,,,15.1,18.6,1622678400000,0,,,,1014.5,,14.3,61.18,0,24.1,Clear,,,"36.138802,33.267837",2021-06-03,yenikas
204,23.1,26.5,16.8,27.6,2021-06-02,,,7.8,19.2,1622592000000,0,,,,1011.5,,14.2,57.58,0,31.7,Clear,,,"36.138802,33.267837",2021-06-02,yenikas
225.87,23.9,27.6,16.8,28.4,2021-06-01,,27.8,15.2,19.5,1622505600000,0,,,,1008.4,,14.4,55.77,0,38.9,Clear,,,"36.138802,33.267837",2021-06-01,yenikas
177.04,23.8,27,16.8,22.8,2021-05-31,,28.2,23.4,20.9,1622419200000,0,,,,1009.6,,17.8,69.31,0,16.6,Clear,,,"36.138802,33.267837",2021-05-31,yenikas
161.63,23.4,25.9,16.9,15.6,2021-05-30,,,19.9,20.1,1622332800000,0,,,,1012.8,,17.6,70.07,0,20.5,Clear,,,"36.138802,33.267837",2021-05-30,yenikas
163.17,23.2,26.7,16.8,25.2,2021-05-29,,27.7,14.3,19.3,1622246400000,0,,,,1009,,17.1,68.91,0,22.3,Clear,,,"36.138802,33.267837",2021-05-29,yenikas
204.45,23,26.1,16.5,23.2,2021-05-28,,,23.7,19.7,1622160000000,0,,,,1008.8,,17.8,73.15,0,16.6,Clear,,,"36.138802,33.267837",2021-05-28,yenikas
180.04,23.5,26.5,16.8,16.2,2021-05-27,,,8.2,20.1,1622073600000,0,,,,1008.9,,18.1,72.23,0,16.6,Clear,,,"36.138802,33.267837",2021-05-27,yenikas
185.83,24.4,26.9,16.8,11.2,2021-05-26,,28.5,3.2,21.3,1621987200000,0,,,,1009.9,,16.9,63.25,0,14.8,Clear,,,"36.138802,33.267837",2021-05-26,yenikas
176,24,26.6,16.8,13.4,2021-05-25,,,9.6,21,1621900800000,0,,,,1011.9,,16.1,61.92,0,24.1,Clear,,,"36.138802,33.267837",2021-05-25,yenikas
199.67,24.5,28,16.9,17.9,2021-05-24,,27.8,5,20,1621814400000,0,,,,1012.2,,12.2,47.25,0,44.6,Clear,,,"36.138802,33.267837",2021-05-24,yenikas
192.42,22.7,26,16.8,20.6,2021-05-23,,,4.6,18.2,1621728000000,0,,,,1011.3,,12.5,53.37,0,44.6,Clear,,,"36.138802,33.267837",2021-05-23,yenikas
244.33,22.4,27.4,16.8,28.1,2021-05-22,,26.9,12.9,17,1621641600000,0,,,,1009.7,,11.6,51.31,0,31.7,Clear,,,"36.138802,33.267837",2021-05-22,yenikas
200.79,23,27.8,16.8,24.5,2021-05-21,,28.2,1.2,17.5,1621555200000,0,,,,1009.3,,14.9,61.14,0,25.9,Clear,,,"36.138802,33.267837",2021-05-21,yenikas
147.21,23,27,16.8,15.4,2021-05-20,,27.8,2.8,18.2,1621468800000,0,,,,1010.9,,16.9,69.14,0,14.8,Clear,,,"36.138802,33.267837",2021-05-20,yenikas
155.21,22.3,25.3,16.8,10.8,2021-05-19,,,5.6,18.1,1621382400000,0,,,,1012.8,,16.5,70.08,0,16.6,Clear,,,"36.138802,33.267837",2021-05-19,yenikas
162.04,21.7,24.9,16.8,16,2021-05-18,,,16.2,18.1,1621296000000,0,,,,1012.4,,15.1,66.44,0,16.6,Clear,,,"36.138802,33.267837",2021-05-18,yenikas
185.54,21.5,26.1,16.8,21,2021-05-17,,,6.4,16.9,1621209600000,0,,,,1008.9,,14.3,63.95,0,18.4,Clear,,,"36.138802,33.267837",2021-05-17,yenikas
160.08,21.4,24.6,16.9,21,2021-05-16,,,26.9,17.7,1621123200000,0,,,,1008.7,,14.4,64.69,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-05-16,yenikas
192.96,21.7,25.5,16.8,20.4,2021-05-15,,,15.9,17.5,1621036800000,0,,,,1012,,15.7,68.77,0,14.8,Clear,,,"36.138802,33.267837",2021-05-15,yenikas
203.25,21.6,28.1,16.9,20.8,2021-05-14,,28.5,16.1,16.8,1620950400000,0,,,,1013.6,,14.3,63.62,0,16.6,Clear,,,"36.138802,33.267837",2021-05-14,yenikas
180.21,21.4,25.6,16.8,16.3,2021-05-13,,,12.2,17.1,1620864000000,0,,,,1011.5,,14.2,63.82,0,16.6,Clear,,,"36.138802,33.267837",2021-05-13,yenikas
123.58,21.4,24.8,16.8,12.2,2021-05-12,,,2,17,1620777600000,0,,,,1009.4,,11.7,54.3,0,16.6,Clear,,,"36.138802,33.267837",2021-05-12,yenikas
207.54,22,26.6,16.8,18.4,2021-05-11,,,1.4,17.5,1620691200000,0,,,,1009.4,,10.6,48.81,0,38.9,Clear,,,"36.138802,33.267837",2021-05-11,yenikas
206,23.1,26.3,16.8,20.6,2021-05-10,,,0,19.3,1620604800000,0,,,,1010.4,,11.1,47.92,0,44.6,Clear,,,"36.138802,33.267837",2021-05-10,yenikas
116.29,24,28.1,17.4,14.9,2021-05-09,,28.2,22.6,19.9,1620518400000,0,,,,1009.3,,14.7,58.24,0,37.1,Clear,,,"36.138802,33.267837",2021-05-09,yenikas
157.78,22.3,25.4,17.1,11.2,2021-05-08,,,36.4,19.2,1620432000000,0,,,,1014.1,,16,68.07,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-05-08,yenikas
201.91,22.5,26,16.8,19,2021-05-07,,,31.3,18.4,1620345600000,0,,,,1013.3,,15.2,63.64,0,31.7,Partially cloudy,,,"36.138802,33.267837",2021-05-07,yenikas
171.92,22.1,25,16.7,24.4,2021-05-06,,,59.4,19.1,1620259200000,3,,"Rain Showers, Sky Coverage Decreasing",,1010.4,,15.8,67.67,4.17,18.4,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-05-06,yenikas
149.46,22.2,24.9,17.4,13.1,2021-05-05,,,17.2,19.1,1620172800000,0,,,0,1008.6,,17.6,75.7,0,20.5,Clear,,,"36.138802,33.267837",2021-05-05,yenikas
136.7,22.4,24.4,15.5,22.3,2021-05-04,,,53.1,19.1,1620086400000,0,,,,1009.2,,16.5,70.11,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-05-04,yenikas
126.68,23.2,28.9,14.7,25.9,2021-05-03,,27.3,60.3,20.4,1620000000000,0,,,,1011.4,,14.9,62.55,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-05-03,yenikas
165.84,22.8,25.1,14.7,11.6,2021-05-02,,,36.5,19.8,1619913600000,0,,,,1013.6,,14,59.92,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-05-02,yenikas
195.76,23,29.3,14.7,18.1,2021-05-01,,28.6,29.8,18.1,1619827200000,0,,,,1014.5,,12.6,54.07,0,22.3,Partially cloudy,,,"36.138802,33.267837",2021-05-01,yenikas
176.41,23.4,29.7,14.7,21.7,2021-04-30,,28.2,27.5,19.1,1619740800000,0,,,,1014.8,,12.3,52.6,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-04-30,yenikas
172.86,20.3,23.6,14.8,16.9,2021-04-29,,,34,16.2,1619654400000,0,,,,1017.4,,13.2,65.13,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-04-29,yenikas
164.29,19.6,22.8,14.7,15.3,2021-04-28,,,14.2,15.9,1619568000000,0,,,,1016.5,,13.3,67.61,0,14.8,Clear,,,"36.138802,33.267837",2021-04-28,yenikas
200.43,19.6,23.4,14.7,18.8,2021-04-27,,,8.4,14.9,1619481600000,0,,,,1012.2,,12.1,62.49,0,33.5,Clear,,,"36.138802,33.267837",2021-04-27,yenikas
174.24,19.9,25.1,14.7,23.6,2021-04-26,,,21.6,15.1,1619395200000,0,,,,1005.9,,11.7,59.46,0,20.5,Clear,,,"36.138802,33.267837",2021-04-26,yenikas
171.15,21.3,25,14.7,13.8,2021-04-25,,,55.3,18.1,1619308800000,0,,,,1006.9,,10.1,50.66,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-04-25,yenikas
178.82,20.5,25,14.7,13,2021-04-24,,,29.2,15.2,1619222400000,0,,,,1012.5,,9.5,49.71,0,20.5,Partially cloudy,,,"36.138802,33.267837",2021-04-24,yenikas
192.5,18.3,22.6,14.7,16.6,2021-04-23,,,35.5,13.7,1619136000000,0,,,,1018.7,,9.6,57.75,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-04-23,yenikas
200.17,16.8,20.6,14.7,18.6,2021-04-22,,,9.7,11.2,1619049600000,0,,,,1018.8,,7.5,56.42,0,20.5,Clear,,,"36.138802,33.267837",2021-04-22,yenikas
153.73,17.5,21.4,14.7,27.9,2021-04-21,,,34.2,12.4,1618963200000,0,,,,1015.4,,6.8,50.66,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-04-21,yenikas
234.4,21.8,24.2,14.7,33.5,2021-04-20,,,76.5,15.6,1618876800000,0,,,,1009.9,,9.6,47.27,0,18.4,Overcast,,,"36.138802,33.267837",2021-04-20,yenikas
151.43,23.5,28.1,14.3,16.6,2021-04-19,,27.7,89.3,19.4,1618790400000,0,,Smoke Or Haze,,1011.6,,11.9,48.4,0,16.6,Overcast,,,"36.138802,33.267837",2021-04-19,yenikas
204.06,22,26,14.4,11.2,2021-04-18,,,74,18.1,1618704000000,0,,Smoke Or Haze,,1016,,11.9,53.49,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-04-18,yenikas
152.05,19.6,24,14.8,13,2021-04-17,,,58.2,15.2,1618617600000,0,,,,1016.7,,9.8,53.79,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-04-17,yenikas
209.58,17.7,21.4,14.6,11.2,2021-04-16,,,55.2,13.9,1618531200000,0,,,,1016.8,,11.6,67.6,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-04-16,yenikas
162.3,16.5,20.1,14.6,14.7,2021-04-15,,,28.1,12.9,1618444800000,0,,,,1018.4,,10.5,68.19,0,14.8,Partially cloudy,,,"36.138802,33.267837",2021-04-15,yenikas
168.57,15.7,19.2,14.6,16.6,2021-04-14,,,30,11.2,1618358400000,0,,,,1020.5,,8.2,61.55,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-04-14,yenikas
203.71,14.9,19.1,14.6,18.4,2021-04-13,,,17.7,10.8,1618272000000,0,,,,1020.2,,5,52.21,0,27.7,Clear,,,"36.138802,33.267837",2021-04-13,yenikas
201.5,13.6,16.6,14.6,16.6,2021-04-12,,,52,10.7,1618185600000,0.3,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1019.2,,3,49.08,4.17,27.7,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-04-12,yenikas
226.25,13.8,16.5,14.6,22.9,2021-04-11,,,34.2,11.7,1618099200000,0,,,,1015.2,,0.6,41.06,0,46.4,Partially cloudy,,,"36.138802,33.267837",2021-04-11,yenikas
196.64,12.7,14.4,14.3,17,2021-04-10,,,69.2,9.9,1618012800000,6.46,,"Rain Showers, Sky Coverage Increasing",,1009.3,,0.6,44.85,4.17,53.6,"Rain, Partially cloudy",7.7,,"36.138802,33.267837",2021-04-10,yenikas
221.83,16.9,19.5,14.6,26.6,2021-04-09,,,42,13.9,1617926400000,0.2,,Sky Coverage Increasing,,1011.9,,7.1,52.82,4.17,40.7,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-04-09,yenikas
198.38,17.3,21.2,14.6,23.6,2021-04-08,,,35.8,12.9,1617840000000,0,,,,1014,,9.7,61.55,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-04-08,yenikas
180.05,19.7,23.1,15.5,13,2021-04-07,,,46.4,16.2,1617753600000,0,,,,1012.2,,11.6,60.34,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-04-07,yenikas
167.13,18,21.1,15.7,20.5,2021-04-06,,,61.6,13.9,1617667200000,0,,"Mist, Smoke Or Haze",,1014.4,,11,63.91,0,25.9,Partially cloudy,,,"36.138802,33.267837",2021-04-06,yenikas
157.11,15.7,18.9,14.2,11.9,2021-04-05,,,70.8,12.4,1617580800000,0,,Mist,,1020.5,,9.8,68.36,0,11.2,Partially cloudy,,,"36.138802,33.267837",2021-04-05,yenikas
180.71,15.4,19.6,14.6,20.3,2021-04-04,,,29.3,11.1,1617494400000,0,,,,1021.3,,7.3,58.78,0,27.7,Partially cloudy,,,"36.138802,33.267837",2021-04-04,yenikas
198.17,16.2,19.5,15.7,25.5,2021-04-03,,,28.8,11.6,1617408000000,0,,,,1018.5,,8.3,59.06,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-04-03,yenikas
211.67,13,17.1,15,23,2021-04-02,,,46.9,9.4,1617321600000,21.4,,"Rain Showers, Sky Coverage Increasing, Sky Unchanged",,1014.5,,6.6,65.33,13.64,22.3,"Rain, Partially cloudy",8.4,,"36.138802,33.267837",2021-04-02,yenikas
161.61,13.4,17.7,13.7,17,2021-04-01,,,56.5,10.6,1617235200000,1.8,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1013.4,,5,57.22,12.5,27.7,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-04-01,yenikas
198.67,15.6,19.1,13.7,16.6,2021-03-31,,,48.8,12.4,1617148800000,1,,"Lightning Without Thunder, Thunderstorm, Rain Showers",,1012.3,,6.8,56.13,4.55,22.3,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-31,yenikas
209.25,15.6,19.9,13.8,22.3,2021-03-30,,,9.7,12.1,1617062400000,0,,,,1016.7,,4,46.2,0,29.5,Clear,,,"36.138802,33.267837",2021-03-30,yenikas
185.7,15,19,14,22.3,2021-03-29,,,7.6,11.7,1616976000000,0,,,,1024.2,,3.9,48.29,0,20.5,Clear,,,"36.138802,33.267837",2021-03-29,yenikas
193.09,13,17,13.8,17.7,2021-03-28,,,18.1,9.2,1616889600000,0,,,,1027.4,,1.7,46.95,0,24.1,Clear,7.7,,"36.138802,33.267837",2021-03-28,yenikas
214.87,13.1,16,14,24.1,2021-03-27,,,33.5,10.2,1616803200000,0,,,,1024.3,,0.7,43.36,0,42.5,Partially cloudy,,,"36.138802,33.267837",2021-03-27,yenikas
229.04,12,14.4,13.8,31.7,2021-03-26,,,45.4,9.6,1616716800000,5.23,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1017.2,,-1.6,39.85,8.33,46.4,"Rain, Partially cloudy",8.6,,"36.138802,33.267837",2021-03-26,yenikas
242.71,12.9,14.8,13.8,40.7,2021-03-25,,,41,11.1,1616630400000,0.6,,,,1011.1,,-1.1,38.34,4.17,31.7,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-25,yenikas
223.7,14.5,16.4,13,33.5,2021-03-24,,,57.3,12.2,1616544000000,4.34,,"Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",,1001.4,,5.3,54.69,8.7,35.3,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-24,yenikas
146.38,17.4,19.3,12.5,31.7,2021-03-23,,,77.1,15.6,1616457600000,5.39,,"Mist, Rain, Rain Showers, Light Rain, Sky Coverage Increasing, Smoke Or Haze",,1002.6,,12.3,72.51,8.7,29.5,"Rain, Overcast",,,"36.138802,33.267837",2021-03-23,yenikas
132.85,18.1,21.9,13.7,33.5,2021-03-22,,,59.7,14.3,1616371200000,0,,"Rain Showers, Sky Coverage Increasing, Smoke Or Haze",,1006.5,,10.7,62.51,0,27.7,Partially cloudy,,,"36.138802,33.267837",2021-03-22,yenikas
182.16,16.6,20.1,15.1,14,2021-03-21,,,10.7,11.6,1616284800000,0,,,,1011.8,,8.9,60.74,0,16.6,Clear,,,"36.138802,33.267837",2021-03-21,yenikas
139.05,14.7,18.1,14.4,16.6,2021-03-20,,,49.8,11.4,1616198400000,0,,,,1017.2,,7.5,62.71,0,18.4,Partially cloudy,,,"36.138802,33.267837",2021-03-20,yenikas
200.95,15.1,19.3,14.8,23.9,2021-03-19,,,26.1,11.6,1616112000000,0,,,,1017,,5.9,54.26,0,22.3,Partially cloudy,,,"36.138802,33.267837",2021-03-19,yenikas
230.88,14.8,17.4,14.2,20.5,2021-03-18,,,41.9,12.2,1616025600000,1.54,,"Rain, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1012.5,,5.1,52.44,8.33,29.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-18,yenikas
237.06,14.5,16.7,13.9,18.7,2021-03-17,,,58.8,10.9,1615939200000,9.38,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1008.3,,6.4,58.92,11.11,25.9,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-17,yenikas
223.47,15.2,18.3,14.6,21.3,2021-03-16,,,52.1,12.4,1615852800000,16.03,,"Rain Showers, Sky Coverage Increasing",,1009.2,,7.3,60.77,13.64,38.9,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-16,yenikas
205.71,14.2,15.4,11.8,11.2,2021-03-15,,,84.5,13.1,1615766400000,8.81,,"Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing",,1011.8,,10.7,79.86,17.39,16.6,"Rain, Overcast",,,"36.138802,33.267837",2021-03-15,yenikas
145.35,14.8,17.9,14.3,13.4,2021-03-14,,,60.7,11.5,1615680000000,0,,,,1016.5,,8.5,65.98,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-03-14,yenikas
137.6,14.6,17.9,15.8,13.2,2021-03-13,,,36.7,9.9,1615593600000,0,,,0,1018.1,,4.8,52.44,0,27.7,Partially cloudy,8.6,,"36.138802,33.267837",2021-03-13,yenikas
198.59,14.8,17.1,14.7,38.9,2021-03-12,,,21.9,12.2,1615507200000,12.9,,"Lightning Without Thunder, Rain Showers, Sky Coverage Increasing",,1010,,2,43.97,9.09,59.4,Rain,,,"36.138802,33.267837",2021-03-12,yenikas
209.62,17.1,21.1,13.8,33.5,2021-03-11,,,52.8,13.4,1615420800000,2.01,,"Thunderstorm, Rain Showers",,1005.8,,8.6,57.93,4.35,33.5,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-11,yenikas
151.47,16.8,21,15.1,28,2021-03-10,,,48.3,11.7,1615334400000,0,,,,1011.1,,9.5,62.57,0,24.1,Partially cloudy,,,"36.138802,33.267837",2021-03-10,yenikas
177.53,14.8,18.8,14.4,12.3,2021-03-09,,,70.1,11.5,1615248000000,0,,"Rain Showers, Sky Coverage Increasing",,1015.7,,6.9,59.39,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-03-09,yenikas
227.24,15.9,19.6,14.3,23.4,2021-03-08,,,26.4,12.9,1615161600000,0,,,,1013.8,,6,52.46,0,40.7,Partially cloudy,,,"36.138802,33.267837",2021-03-08,yenikas
196.35,15.4,19.1,14.5,21.2,2021-03-07,,,17.6,11.7,1615075200000,0,,,,1017.6,,7.5,59.62,0,16.6,Clear,,,"36.138802,33.267837",2021-03-07,yenikas
240,15.3,18,15.7,15.4,2021-03-06,,,45.2,11.9,1614988800000,0,,,,1022.9,,7.9,61.62,0,16.6,Partially cloudy,,,"36.138802,33.267837",2021-03-06,yenikas
193.7,15.1,19.7,15.6,18.3,2021-03-05,,,17.3,10.2,1614902400000,0,,,,1021.6,,5.6,54.52,0,29.5,Clear,,,"36.138802,33.267837",2021-03-05,yenikas
192.17,15,19.2,15.9,14.8,2021-03-04,,,14.4,9.9,1614816000000,0,,"Lightning Without Thunder, Sky Coverage Decreasing",,1017.5,,3,45.38,0,40.7,Clear,7.8,,"36.138802,33.267837",2021-03-04,yenikas
219.92,11.9,14.5,14.9,18.4,2021-03-03,,,57.7,9.2,1614729600000,55.34,,"Lightning Without Thunder, Thunderstorm, Rain Showers, Sky Coverage Increasing",,1018.2,,5.8,66.61,20.83,33.5,"Rain, Partially cloudy",7.3,,"36.138802,33.267837",2021-03-03,yenikas
107.48,14.1,17.6,15.3,24.6,2021-03-02,,,73.2,9.9,1614643200000,33.48,,"Thunderstorm, Rain Showers, Sky Coverage Increasing",,1018.2,,5.8,58.65,12.5,29.5,"Rain, Partially cloudy",9,,"36.138802,33.267837",2021-03-02,yenikas
214.91,14.8,18,15.9,13.4,2021-03-01,,,48.8,11.1,1614556800000,0.4,,"Rain Showers, Sky Coverage Increasing",,1017.5,,3.8,48.08,8.33,46.4,"Rain, Partially cloudy",,,"36.138802,33.267837",2021-03-01,yenikas
204.82,16.1,19.7,16.2,16.6,2021-02-28,,,4.5,12.4,1614470400000,0,,,,1015.9,,6.2,52.38,0,44.6,Clear,,,"36.138802,33.267837",2021-02-28,yenikas
169.88,15.3,18.6,15.9,16.6,2021-02-27,,,2.8,12.2,1614384000000,0,,,,1017.5,,4.9,50.64,0,29.5,Clear,,,"36.138802,33.267837",2021-02-27,yenikas
225,15.7,19.7,16.3,17.1,2021-02-26,,,1.3,11.8,1614297600000,0,,,,1021.3,,4.7,48.22,0,40.7,Clear,,,"36.138802,33.267837",2021-02-26,yenikas
118.83,16.5,20.7,16.7,15.7,2021-02-25,,,21.5,11.8,1614211200000,0,,,0,1021.8,,2.7,40.58,0,38.9,Clear,,,"36.138802,33.267837",2021-02-25,yenikas
198.91,16.2,20.6,16.4,17.3,2021-02-24,,,0.3,10.9,1614124800000,0,,,,1020.7,,4.8,46.84,0,38.9,Clear,,,"36.138802,33.267837",2021-02-24,yenikas
211.41,14.5,18.8,16.4,18.7,2021-02-23,,,2.5,9.1,1614038400000,0,,,,1024.4,,0.3,38.55,0,48.2,Clear,8.7,,"36.138802,33.267837",2021-02-23,yenikas
81.22,12.6,16,16.7,22.3,2021-02-22,,,4.6,8.1,1613952000000,0,,,,1026.3,,-0.7,40.28,0,27.7,Clear,6.2,,"36.138802,33.267837",2021-02-22,yenikas
97.15,10.3,14.6,16.2,31.3,2021-02-21,,,20.4,6.6,1613865600000,0,,,0,1026.7,,-1.7,43.75,0,22.3,Clear,4.7,,"36.138802,33.267837",2021-02-21,yenikas
269,10.8,12.8,16.8,3.6,2021-02-20,,,26,9.2,1613779200000,0,,,,1025.1,,2.2,56.29,0,,Partially cloudy,,,"36.138802,33.267837",2021-02-20,yenikas
153.13,12.1,14.3,16.6,11.6,2021-02-19,,,48.8,9,1613692800000,0.3,,,,1021.2,,-0.2,43.16,6.67,29.5,"Rain, Partially cloudy",8.1,,"36.138802,33.267837",2021-02-19,yenikas
