wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info,address,date,location
167.48,28.4,31.4,13.8,20.3,"2020-08-28","",36.5,9.3,24.7,1598572800000,0.0,"","","",1005.8,"",19.4,59.31,0.0,"","Clear","","","36.138802,33.267837","2020-08-28","yenikas"
170.3,29.1,32.9,14.0,14.9,"2020-08-29","",39.9,0.6,25.2,1598659200000,0.0,"","","",1007.3,"",21.0,62.35,0.0,16.6,"Clear","","","36.138802,33.267837","2020-08-29","yenikas"
170.86,29.8,34.2,14.6,12.3,"2020-08-30","",41.2,0.5,25.7,1598745600000,0.0,"","","",1007.4,"",18.6,51.96,0.0,"","Clear","","","36.138802,33.267837","2020-08-30","yenikas"
173.13,29.5,33.2,14.6,13.2,"2020-08-31","",40.3,0.0,26.0,1598832000000,0.0,"","","",1005.2,"",18.4,54.22,0.0,14.8,"Clear","","","36.138802,33.267837","2020-08-31","yenikas"
163.86,28.7,32.7,14.6,16.3,"2020-09-01","",40.2,1.3,25.4,1598918400000,0.0,"","","",1004.3,"",20.0,60.49,0.0,"","Clear","","","36.138802,33.267837","2020-09-01","yenikas"
157.95,28.5,31.5,14.7,14.3,"2020-09-02","",38.3,4.8,24.4,1599004800000,0.0,"","","",1008.4,"",22.0,68.1,0.0,"","Clear","","","36.138802,33.267837","2020-09-02","yenikas"
171.65,30.9,34.4,15.6,10.6,"2020-09-03","",41.0,0.0,25.7,1599091200000,0.0,"","",0.0,1011.1,"",21.2,56.67,0.0,16.6,"Clear","","","36.138802,33.267837","2020-09-03","yenikas"
187.77,31.5,35.0,14.7,13.5,"2020-09-04","",42.9,0.0,27.1,1599177600000,0.0,"","",0.0,1008.9,"",18.0,46.65,0.0,14.8,"Clear","","","36.138802,33.267837","2020-09-04","yenikas"
176.5,29.1,32.5,15.4,17.9,"2020-09-05","",38.2,0.0,25.1,1599264000000,0.0,"","","",1006.0,"",17.8,52.64,0.0,"","Clear","","","36.138802,33.267837","2020-09-05","yenikas"
188.85,28.8,31.4,15.6,14.8,"2020-09-06","",35.1,14.2,24.6,1599350400000,0.0,"","",0.0,1006.9,"",19.9,59.02,0.0,24.1,"Clear","","","36.138802,33.267837","2020-09-06","yenikas"
203.24,28.7,32.7,14.3,18.3,"2020-09-07","",37.3,0.2,24.2,1599436800000,0.0,"","","",1009.5,"",20.9,63.16,0.0,9.4,"Clear","","","36.138802,33.267837","2020-09-07","yenikas"
185.38,29.7,34.6,14.3,16.3,"2020-09-08","",39.4,0.0,26.0,1599523200000,0.0,"","",0.0,1010.1,"",18.9,53.12,0.0,11.2,"Clear","","","36.138802,33.267837","2020-09-08","yenikas"
204.17,30.8,35.6,14.3,15.8,"2020-09-09","",38.8,0.0,26.6,1599609600000,0.0,"","",0.0,1008.6,"",17.3,45.05,0.0,33.5,"Clear","","","36.138802,33.267837","2020-09-09","yenikas"
189.63,31.6,35.8,14.4,14.8,"2020-09-10","",38.1,3.5,28.4,1599696000000,0.0,"","",0.0,1005.6,"",13.9,34.31,0.0,35.3,"Clear","","","36.138802,33.267837","2020-09-10","yenikas"
174.74,30.3,33.6,14.0,14.8,"2020-09-11","",38.5,5.5,26.4,1599782400000,0.0,"","","",1004.5,"",16.0,44.27,0.0,29.5,"Clear","","","36.138802,33.267837","2020-09-11","yenikas"
162.18,28.2,31.2,13.5,18.4,"2020-09-12","",37.6,30.9,25.2,1599868800000,1.0,"","Mist, Rain Showers, Sky Coverage Decreasing",0.0,1009.4,"",20.4,62.67,4.17,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-09-12","yenikas"
216.3,28.3,31.8,14.6,21.6,"2020-09-13","",35.3,17.0,24.5,1599955200000,0.0,"","","",1012.3,"",19.5,59.41,0.0,20.5,"Clear","","","36.138802,33.267837","2020-09-13","yenikas"
181.85,28.5,32.2,15.9,19.9,"2020-09-14","",36.2,7.6,24.6,1600041600000,0.0,"","","",1012.6,"",20.7,63.18,0.0,"","Clear","","","36.138802,33.267837","2020-09-14","yenikas"
192.78,28.0,31.9,14.6,19.9,"2020-09-15","",37.9,1.8,24.2,1600128000000,0.0,"","","",1011.5,"",18.7,58.25,0.0,16.6,"Clear","","","36.138802,33.267837","2020-09-15","yenikas"
160.0,28.9,31.6,14.6,17.3,"2020-09-16","",39.4,1.1,25.5,1600214400000,0.0,"","","",1009.6,"",20.0,59.94,0.0,"","Clear","","","36.138802,33.267837","2020-09-16","yenikas"
194.41,28.4,31.3,14.8,15.5,"2020-09-17","",38.1,2.9,24.7,1600300800000,0.0,"","","",1010.6,"",20.2,62.42,0.0,16.6,"Clear","","","36.138802,33.267837","2020-09-17","yenikas"
205.11,29.5,33.1,15.7,19.9,"2020-09-18","",39.1,13.2,25.1,1600387200000,0.0,"","","",1011.3,"",19.8,56.85,0.0,"","Clear","","","36.138802,33.267837","2020-09-18","yenikas"
178.18,28.3,31.4,14.7,27.9,"2020-09-19","",35.1,10.0,24.9,1600473600000,0.0,"","","",1010.0,"",17.7,53.04,0.0,"","Clear","","","36.138802,33.267837","2020-09-19","yenikas"
224.14,27.2,30.9,14.7,18.7,"2020-09-20","",33.3,10.0,23.9,1600560000000,0.0,"","",0.0,1009.2,"",17.9,57.26,0.0,20.5,"Clear","","","36.138802,33.267837","2020-09-20","yenikas"
208.78,27.1,30.4,14.8,23.5,"2020-09-21","",33.1,16.8,22.9,1600646400000,0.0,"","","",1009.9,"",18.0,57.76,0.0,11.2,"Clear","","","36.138802,33.267837","2020-09-21","yenikas"
194.14,28.1,33.0,17.0,18.4,"2020-09-22","",35.1,6.8,23.7,1600732800000,0.0,"","","",1012.0,"",17.8,53.95,0.0,"","Clear","","","36.138802,33.267837","2020-09-22","yenikas"
245.59,28.6,31.7,19.0,24.9,"2020-09-23","",35.6,1.1,23.4,1600819200000,0.0,"","","",1011.1,"",19.8,59.76,0.0,"","Clear","","","36.138802,33.267837","2020-09-23","yenikas"
184.59,26.9,31.0,15.0,15.9,"2020-09-24","",34.5,6.1,22.6,1600905600000,0.0,"","","",1010.8,"",18.1,58.74,0.0,"","Clear","","","36.138802,33.267837","2020-09-24","yenikas"
175.55,26.6,30.4,14.6,22.7,"2020-09-25","",33.4,23.6,23.4,1600992000000,17.0,"","Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Decreasing","",1009.3,"",17.1,56.32,4.17,"","Rain","","","36.138802,33.267837","2020-09-25","yenikas"
205.33,26.3,29.8,14.8,22.6,"2020-09-26","",32.6,9.7,21.9,1601078400000,0.0,"","","",1009.5,"",17.3,58.09,0.0,"","Clear","","","36.138802,33.267837","2020-09-26","yenikas"
208.33,26.5,31.0,14.6,15.1,"2020-09-27","",33.4,15.9,21.9,1601164800000,0.0,"","","",1013.9,"",17.7,58.66,0.0,18.4,"Clear","","","36.138802,33.267837","2020-09-27","yenikas"
192.25,27.0,30.4,14.6,18.1,"2020-09-28","",34.1,4.7,23.4,1601251200000,0.0,"","","",1015.9,"",18.4,60.59,0.0,"","Clear","","","36.138802,33.267837","2020-09-28","yenikas"
223.86,29.8,34.3,14.5,16.5,"2020-09-29","",36.7,4.8,24.0,1601337600000,0.0,"","Mist, Smoke Or Haze","",1012.4,"",15.5,43.98,0.0,"","Clear","","","36.138802,33.267837","2020-09-29","yenikas"
214.9,27.9,30.8,15.0,23.7,"2020-09-30","",31.8,2.7,24.1,1601424000000,0.0,"","","",1006.5,"",15.6,47.36,0.0,27.7,"Clear","","","36.138802,33.267837","2020-09-30","yenikas"
214.86,25.3,29.0,14.6,24.0,"2020-10-01","",29.6,22.5,21.6,1601510400000,0.0,"","","",1007.9,"",15.2,53.95,0.0,"","Clear","","","36.138802,33.267837","2020-10-01","yenikas"
185.38,24.3,28.0,14.8,20.1,"2020-10-02","",28.7,4.3,20.4,1601596800000,0.0,"","","",1013.4,"",14.5,54.49,0.0,"","Clear","","","36.138802,33.267837","2020-10-02","yenikas"
213.17,24.5,28.7,14.6,18.0,"2020-10-03","",29.7,5.0,21.6,1601683200000,0.0,"","","",1015.0,"",15.9,58.59,0.0,16.6,"Clear","","","36.138802,33.267837","2020-10-03","yenikas"
196.14,25.2,29.8,15.2,21.4,"2020-10-04","",31.3,6.6,20.5,1601769600000,0.0,"","","",1014.6,"",13.2,48.03,0.0,11.2,"Clear","","","36.138802,33.267837","2020-10-04","yenikas"
204.11,26.9,31.1,15.6,15.3,"2020-10-05","",31.1,0.6,22.4,1601856000000,0.0,"","","",1015.2,"",12.2,41.02,0.0,11.2,"Clear","","","36.138802,33.267837","2020-10-05","yenikas"
187.65,26.8,31.4,14.7,14.0,"2020-10-06","",32.0,0.0,22.5,1601942400000,0.0,"","","",1014.1,"",11.0,39.5,0.0,14.8,"Clear","","","36.138802,33.267837","2020-10-06","yenikas"
125.78,27.1,30.0,14.7,14.0,"2020-10-07","",34.2,11.6,23.7,1602028800000,0.0,"","","",1012.8,"",14.9,50.07,0.0,13.0,"Clear","","","36.138802,33.267837","2020-10-07","yenikas"
192.91,27.2,30.6,14.9,17.3,"2020-10-08","",33.7,24.0,23.4,1602115200000,0.0,"","","",1013.7,"",16.0,51.96,0.0,"","Clear","","","36.138802,33.267837","2020-10-08","yenikas"
165.05,27.0,30.5,14.9,25.4,"2020-10-09","",30.9,0.1,23.9,1602201600000,0.0,"","","",1013.5,"",15.0,48.47,0.0,33.5,"Clear","","","36.138802,33.267837","2020-10-09","yenikas"
171.72,17.4,20.2,15.9,13.8,"2020-03-26","","",68.8,13.2,1585180800000,0.0,"","Mist, Smoke Or Haze",0.0,1011.5,"",10.6,64.94,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-03-26","yenikas"
168.48,17.0,18.7,13.9,16.2,"2020-03-27","","",75.5,15.2,1585267200000,5.5,"","Rain Showers, Sky Coverage Increasing","",1009.0,"",11.3,69.47,8.33,"","Rain, Overcast","","","36.138802,33.267837","2020-03-27","yenikas"
252.8,16.6,19.3,14.7,25.9,"2020-03-28","","",42.5,13.9,1585353600000,0.7,"","Rain Showers","",1010.5,"",9.4,63.19,4.35,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-03-28","yenikas"
251.75,16.7,19.4,14.0,37.1,"2020-03-29","","",51.6,13.7,1585440000000,2.57,"","Thunderstorm, Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing","",1009.1,"",7.4,54.97,8.33,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-03-29","yenikas"
234.39,16.8,19.6,14.6,25.9,"2020-03-30","","",51.3,12.7,1585526400000,0.1,"","Rain Showers, Sky Coverage Increasing",0.0,1010.5,"",8.2,57.6,4.17,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-03-30","yenikas"
82.29,16.9,19.7,14.2,41.3,"2020-03-31","","",63.7,13.4,1585612800000,0.49,"","Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing","",1008.1,"",10.0,64.13,8.33,37.1,"Rain, Partially cloudy","","","36.138802,33.267837","2020-03-31","yenikas"
206.35,17.5,19.8,14.5,19.4,"2020-04-01","","",55.5,15.1,1585699200000,0.3,"","Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Sky Coverage Increasing","",1008.1,"",10.8,65.25,8.33,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-04-01","yenikas"
214.23,17.2,20.8,14.6,20.0,"2020-04-02","","",48.4,12.9,1585785600000,0.0,"","","",1012.1,"",8.7,57.81,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-02","yenikas"
216.45,16.9,19.3,14.3,24.6,"2020-04-03","","",28.7,13.2,1585872000000,10.9,"","Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing","",1013.0,"",8.2,57.27,8.33,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-04-03","yenikas"
113.0,16.4,19.6,14.6,33.5,"2020-04-04","","",55.3,11.7,1585958400000,0.0,"","","",1017.5,"",6.6,52.52,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-04","yenikas"
81.41,20.1,21.7,16.6,50.0,"2020-04-05","","",71.7,17.6,1586044800000,0.0,"","","",1010.4,"",8.5,47.59,0.0,37.1,"Partially cloudy","","","36.138802,33.267837","2020-04-05","yenikas"
178.5,18.7,21.0,20.0,10.7,"2020-04-06","","",47.8,14.6,1586131200000,0.0,"","","",1015.2,"",13.9,73.77,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-06","yenikas"
243.0,18.7,22.6,19.8,16.5,"2020-04-07","","",59.9,12.7,1586217600000,0.0,"","","",1014.2,"",11.7,64.88,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-07","yenikas"
190.8,18.2,21.4,20.0,17.5,"2020-04-08","","",55.3,14.2,1586304000000,0.0,"","","",1013.5,"",11.1,64.11,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-08","yenikas"
190.13,16.6,19.8,19.7,13.1,"2020-04-09","","",55.5,12.4,1586390400000,3.0,"","Rain Showers","",1012.2,"",10.2,66.71,6.25,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-04-09","yenikas"
229.25,18.1,20.5,19.7,13.1,"2020-04-10","","",57.1,13.6,1586476800000,0.4,"","Rain Showers, Sky Coverage Decreasing","",1009.4,"",10.6,62.06,6.25,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-04-10","yenikas"
238.94,18.5,21.7,19.4,14.9,"2020-04-11","","",8.4,11.7,1586563200000,0.0,"","","",1013.7,"",9.7,57.12,0.0,"","Clear","","","36.138802,33.267837","2020-04-11","yenikas"
216.5,18.9,22.4,20.0,17.3,"2020-04-12","","",12.8,12.9,1586649600000,0.0,"","","",1017.6,"",9.7,56.35,0.0,"","Clear","","","36.138802,33.267837","2020-04-12","yenikas"
226.06,18.8,22.3,20.0,10.5,"2020-04-13","","",16.3,13.2,1586736000000,0.0,"","","",1018.4,"",11.0,60.51,0.0,"","Clear","","","36.138802,33.267837","2020-04-13","yenikas"
220.0,19.2,22.6,19.8,11.8,"2020-04-14","","",11.7,12.9,1586822400000,0.0,"","","",1017.8,"",10.5,57.94,0.0,"","Clear","","","36.138802,33.267837","2020-04-14","yenikas"
258.25,18.2,21.4,20.0,14.4,"2020-04-15","","",57.8,13.4,1586908800000,0.0,"","","",1017.5,"",8.6,54.16,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-15","yenikas"
182.63,18.5,21.2,20.0,13.1,"2020-04-16","","",44.5,12.7,1586995200000,0.0,"","","",1011.9,"",10.6,60.48,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-16","yenikas"
222.92,21.3,25.8,20.0,12.3,"2020-04-17","","",5.6,13.9,1587081600000,0.0,"","","",1013.0,"",11.0,52.92,0.0,"","Clear","","","36.138802,33.267837","2020-04-17","yenikas"
176.0,21.4,25.8,20.0,13.1,"2020-04-18","","",28.6,15.6,1587168000000,0.0,"","","",1013.8,"",13.0,59.66,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-18","yenikas"
184.31,20.1,22.9,20.0,13.1,"2020-04-19","","",0.2,14.7,1587254400000,0.0,"","","",1013.9,"",14.5,70.43,0.0,"","Clear","","","36.138802,33.267837","2020-04-19","yenikas"
206.19,20.4,24.1,20.0,17.8,"2020-04-20","","",17.4,13.9,1587340800000,0.0,"","","",1012.3,"",12.6,62.21,0.0,"","Clear","","","36.138802,33.267837","2020-04-20","yenikas"
184.38,19.6,22.2,20.0,11.8,"2020-04-21","","",55.8,14.9,1587427200000,0.0,"","","",1011.2,"",11.5,59.92,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-21","yenikas"
210.79,20.5,24.0,19.8,16.5,"2020-04-22","","",45.6,15.2,1587513600000,0.0,"","","",1007.4,"",11.1,55.28,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-22","yenikas"
227.44,19.8,22.6,19.6,15.0,"2020-04-23","","",49.0,14.4,1587600000000,0.8,"","Rain Showers, Sky Coverage Decreasing","",1008.6,"",12.2,62.11,6.25,31.7,"Rain, Partially cloudy","","","36.138802,33.267837","2020-04-23","yenikas"
238.07,15.9,16.9,18.0,7.0,"2020-04-24","","",83.8,14.9,1587686400000,9.09,"","Rain Showers, Sky Coverage Increasing","",1008.1,"",12.1,78.4,20.0,"","Rain, Overcast","","","36.138802,33.267837","2020-04-24","yenikas"
248.47,17.5,20.8,19.1,21.3,"2020-04-25","","",71.5,13.9,1587772800000,0.45,"","Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing","",1005.3,"",12.0,71.08,12.5,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-04-25","yenikas"
237.19,19.9,23.7,20.0,24.7,"2020-04-26","","",27.3,11.7,1587859200000,0.0,"","","",1009.4,"",11.5,59.71,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-26","yenikas"
200.25,19.4,22.0,20.0,16.5,"2020-04-27","","",35.0,13.9,1587945600000,0.0,"","","",1012.4,"",12.6,65.05,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-04-27","yenikas"
174.75,19.5,22.5,20.0,13.6,"2020-04-28","","",13.8,13.4,1588032000000,0.0,"","","",1011.9,"",12.5,64.3,0.0,"","Clear","","","36.138802,33.267837","2020-04-28","yenikas"
220.44,21.6,25.8,20.0,16.0,"2020-04-29","","",10.9,14.9,1588118400000,0.0,"","","",1012.1,"",12.8,58.09,0.0,"","Clear","","","36.138802,33.267837","2020-04-29","yenikas"
184.56,20.4,23.2,19.4,13.6,"2020-04-30","","",58.3,15.4,1588204800000,3.0,"","Rain Showers","",1012.9,"",13.7,66.02,6.25,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-04-30","yenikas"
233.29,20.0,22.7,16.7,27.1,"2020-05-01","","",42.4,14.6,1588291200000,0.8,"","Sky Coverage Decreasing, Sky Coverage Increasing","",1010.3,"",13.5,67.16,5.56,27.7,"Rain, Partially cloudy","","","36.138802,33.267837","2020-05-01","yenikas"
173.63,18.8,22.1,14.6,19.3,"2020-05-02","","",49.5,15.4,1588377600000,0.0,"","Thunderstorm, Sky Coverage Increasing","",1010.8,"",12.2,65.73,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-05-02","yenikas"
203.63,18.5,21.9,14.5,17.0,"2020-05-03","","",64.3,15.1,1588464000000,0.9,"","Rain Showers","",1009.7,"",11.7,64.55,4.17,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-05-03","yenikas"
191.77,19.0,22.9,14.2,18.4,"2020-05-04","","",57.4,15.7,1588550400000,9.0,"","Rain Showers, Sky Coverage Decreasing, Sky Coverage Increasing","",1009.3,"",13.4,70.65,8.33,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-05-04","yenikas"
213.5,18.0,20.2,14.2,17.8,"2020-05-05","","",57.6,16.1,1588636800000,25.2,"","Rain Showers, Sky Coverage Increasing","",1008.9,"",12.7,70.99,12.5,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-05-05","yenikas"
207.48,20.6,25.6,14.6,21.7,"2020-05-06","","",22.6,14.8,1588723200000,0.0,"","","",1009.7,"",10.2,52.58,0.0,"","Clear","","","36.138802,33.267837","2020-05-06","yenikas"
192.04,18.7,22.6,14.6,19.8,"2020-05-07","","",30.6,14.8,1588809600000,0.0,"","","",1012.8,"",10.9,61.47,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-05-07","yenikas"
114.35,18.8,20.8,14.5,14.8,"2020-05-08","","",76.7,16.9,1588896000000,4.2,"","Rain Showers, Sky Coverage Increasing","",1012.5,"",13.8,73.13,8.33,22.3,"Rain, Overcast","","","36.138802,33.267837","2020-05-08","yenikas"
210.68,20.9,26.3,14.6,22.0,"2020-05-09","","",27.3,15.4,1588982400000,0.0,"","","",1009.9,"",10.7,53.93,0.0,35.3,"Partially cloudy","","","36.138802,33.267837","2020-05-09","yenikas"
198.82,20.0,23.3,14.6,15.4,"2020-05-10","","",1.0,15.6,1589068800000,0.0,"","","",1014.4,"",11.2,58.04,0.0,"","Clear","","","36.138802,33.267837","2020-05-10","yenikas"
177.55,19.8,22.9,14.6,16.6,"2020-05-11","","",24.9,15.9,1589155200000,0.0,"","","",1018.1,"",12.7,64.34,0.0,"","Clear","","","36.138802,33.267837","2020-05-11","yenikas"
189.77,20.3,23.7,14.6,16.7,"2020-05-12","","",1.7,16.6,1589241600000,0.0,"","","",1017.3,"",13.9,67.16,0.0,"","Clear","","","36.138802,33.267837","2020-05-12","yenikas"
190.7,21.4,24.4,15.7,13.4,"2020-05-13","","",3.6,17.4,1589328000000,0.0,"","","",1015.5,"",14.5,65.68,0.0,"","Clear","","","36.138802,33.267837","2020-05-13","yenikas"
175.26,23.0,28.0,14.6,12.5,"2020-05-14","",28.3,1.1,16.9,1589414400000,0.0,"","","",1013.4,"",12.3,51.53,0.0,14.8,"Clear","","","36.138802,33.267837","2020-05-14","yenikas"
187.57,27.2,31.8,14.6,13.4,"2020-05-15","",31.3,1.1,20.7,1589500800000,0.0,"","","",1013.0,"",11.4,38.12,0.0,"","Clear","","","36.138802,33.267837","2020-05-15","yenikas"
197.24,28.1,32.5,14.8,13.0,"2020-05-16","",32.3,0.0,23.1,1589587200000,0.0,"","","",1012.9,"",12.8,39.47,0.0,"","Clear","","","36.138802,33.267837","2020-05-16","yenikas"
144.68,29.9,35.5,14.3,15.1,"2020-05-17","",34.4,0.1,23.4,1589673600000,0.0,"","Smoke Or Haze","",1013.9,"",12.1,35.13,0.0,29.5,"Clear","","","36.138802,33.267837","2020-05-17","yenikas"
186.14,29.6,32.9,14.5,14.8,"2020-05-18","",32.2,0.0,22.7,1589760000000,0.0,"","Smoke Or Haze","",1013.3,"",12.1,34.72,0.0,"","Clear","","","36.138802,33.267837","2020-05-18","yenikas"
202.5,29.9,33.9,14.4,11.6,"2020-05-19","",33.5,8.7,24.8,1589846400000,0.0,"","Smoke Or Haze","",1011.9,"",12.5,35.41,0.0,"","Clear","","","36.138802,33.267837","2020-05-19","yenikas"
143.62,29.6,35.3,15.0,9.4,"2020-05-20","",34.6,3.4,24.7,1589932800000,0.0,"","","",1009.6,"",13.0,37.29,0.0,"","Clear","","","36.138802,33.267837","2020-05-20","yenikas"
171.81,27.1,32.1,14.6,18.4,"2020-05-21","",31.4,14.4,23.5,1590019200000,0.0,"","","",1007.3,"",15.3,49.7,0.0,"","Clear","","","36.138802,33.267837","2020-05-21","yenikas"
189.78,24.9,27.3,14.6,30.2,"2020-05-22","",27.6,49.0,22.7,1590105600000,0.1,"","Rain Showers, Sky Coverage Increasing","",1008.2,"",14.9,54.17,4.17,"","Rain, Partially cloudy","","","36.138802,33.267837","2020-05-22","yenikas"
179.52,22.1,24.5,14.6,26.3,"2020-05-23","","",35.1,18.9,1590192000000,0.0,"","","",1010.9,"",11.3,51.13,0.0,37.1,"Partially cloudy","","","36.138802,33.267837","2020-05-23","yenikas"
294.83,22.3,25.5,14.6,24.1,"2020-05-24","","",15.4,19.4,1590278400000,0.5,"","Sky Coverage Decreasing, Sky Coverage Increasing","",1011.3,"",3.9,31.4,4.17,55.4,"Rain","","","36.138802,33.267837","2020-05-24","yenikas"
192.71,22.0,24.4,14.6,16.4,"2020-05-25","","",0.2,19.4,1590364800000,0.0,"","","",1013.7,"",9.2,45.28,0.0,"","Clear","","","36.138802,33.267837","2020-05-25","yenikas"
138.86,21.3,24.5,14.6,15.3,"2020-05-26","","",20.3,17.0,1590451200000,0.0,"","","",1016.2,"",10.7,51.99,0.0,22.3,"Clear","","","36.138802,33.267837","2020-05-26","yenikas"
202.04,22.3,26.6,14.6,25.9,"2020-05-27","","",3.4,18.0,1590537600000,0.0,"","","",1013.5,"",12.5,54.26,0.0,"","Clear","","","36.138802,33.267837","2020-05-27","yenikas"
249.68,20.7,23.7,14.6,28.9,"2020-05-28","","",14.7,16.8,1590624000000,0.0,"","","",1013.8,"",11.2,54.75,0.0,11.2,"Clear","","","36.138802,33.267837","2020-05-28","yenikas"
212.22,20.9,23.2,14.8,28.2,"2020-05-29","","",17.8,17.1,1590710400000,0.0,"","","",1014.1,"",10.3,50.95,0.0,"","Clear","","","36.138802,33.267837","2020-05-29","yenikas"
205.48,20.2,23.7,14.6,20.1,"2020-05-30","","",18.3,16.2,1590796800000,0.0,"","","",1016.8,"",12.5,61.63,0.0,29.5,"Clear","","","36.138802,33.267837","2020-05-30","yenikas"
222.05,20.2,24.6,14.6,20.7,"2020-05-31","","",23.9,15.9,1590883200000,0.0,"","","",1015.8,"",11.6,58.11,0.0,"","Clear","","","36.138802,33.267837","2020-05-31","yenikas"
170.09,20.0,22.9,14.6,19.8,"2020-06-01","","",23.1,15.6,1590969600000,0.0,"","","",1012.1,"",11.6,59.37,0.0,"","Clear","","","36.138802,33.267837","2020-06-01","yenikas"
205.32,21.3,25.4,14.6,29.3,"2020-06-02","","",24.5,17.9,1591056000000,0.0,"","","",1006.1,"",13.2,60.74,0.0,"","Clear","","","36.138802,33.267837","2020-06-02","yenikas"
221.82,21.5,24.7,14.6,24.9,"2020-06-03","","",25.4,17.4,1591142400000,0.0,"","","",1009.3,"",13.2,59.37,0.0,"","Partially cloudy","","","36.138802,33.267837","2020-06-03","yenikas"
200.95,20.5,24.1,14.6,19.5,"2020-06-04","","",24.5,17.1,1591228800000,0.0,"","","",1013.3,"",12.7,61.04,0.0,"","Clear","","","36.138802,33.267837","2020-06-04","yenikas"
170.5,21.2,25.3,14.6,14.8,"2020-06-05","","",3.0,17.2,1591315200000,0.0,"","","",1016.2,"",13.4,61.38,0.0,9.4,"Clear","","","36.138802,33.267837","2020-06-05","yenikas"
218.84,24.4,28.3,16.0,12.1,"2020-06-06","",28.4,19.4,19.4,1591401600000,0.0,"","","",1013.0,"",14.0,52.52,0.0,"","Clear","","","36.138802,33.267837","2020-06-06","yenikas"
206.38,25.7,30.5,14.6,14.8,"2020-06-07","",30.1,8.7,21.6,1591488000000,0.0,"","","",1008.9,"",11.8,42.36,0.0,"","Clear","","","36.138802,33.267837","2020-06-07","yenikas"
161.53,23.9,26.9,14.8,18.4,"2020-06-08","",27.9,0.0,20.1,1591574400000,0.0,"","","",1007.4,"",15.3,59.4,0.0,"","Clear","","","36.138802,33.267837","2020-06-08","yenikas"
171.2,23.0,27.2,15.0,19.9,"2020-06-09","",28.4,14.7,18.7,1591660800000,0.0,"","","",1009.0,"",17.1,69.47,0.0,"","Clear","","","36.138802,33.267837","2020-06-09","yenikas"
236.47,24.1,27.1,16.3,16.0,"2020-06-10","",27.7,16.1,19.4,1591747200000,0.0,"","","",1010.0,"",17.1,65.89,0.0,"","Clear","","","36.138802,33.267837","2020-06-10","yenikas"
190.85,24.1,27.5,15.5,26.1,"2020-06-11","",27.7,13.9,18.9,1591833600000,0.0,"","","",1008.9,"",16.3,62.58,0.0,9.4,"Clear","","","36.138802,33.267837","2020-06-11","yenikas"
212.86,24.5,27.1,14.8,31.2,"2020-06-12","",27.7,13.4,20.8,1591920000000,0.0,"","","",1008.2,"",13.2,50.33,0.0,"","Clear","","","36.138802,33.267837","2020-06-12","yenikas"
196.65,23.0,26.6,15.0,29.3,"2020-06-13","","",9.7,18.8,1592006400000,0.0,"","","",1006.4,"",13.7,56.42,0.0,"","Clear","","","36.138802,33.267837","2020-06-13","yenikas"
186.67,23.3,25.4,15.7,16.0,"2020-06-14","","",20.3,19.2,1592092800000,0.0,"","","",1008.4,"",16.2,65.08,0.0,"","Clear","","","36.138802,33.267837","2020-06-14","yenikas"
171.05,23.3,27.1,14.6,20.7,"2020-06-15","",28.1,12.3,19.2,1592179200000,0.0,"","","",1010.5,"",16.5,66.17,0.0,"","Clear","","","36.138802,33.267837","2020-06-15","yenikas"
